question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0095,What is the process the organization must use to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA)?,The organization must define a process to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA). This process is defined in SW-09 and ensures all software adheres to the specified update schedule defined by the SLA.,complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0096,What are the potential consequences for violating this policy?,"Non-compliance with this policy may result in disciplinary action, including training, warnings, access restrictions, and even termination of employment or contractual obligations. In severe cases, individuals may face legal consequences for violations.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0097,"Who is responsible for identifying, specifying, and approving information security requirements for applications?","The process of identifying, specifying, and approving information security requirements for applications is the responsibility of the development team or acquiring team.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.26,0,False,train
QA0098,How does the organization ensure that software application developers utilize approved encryption algorithms in their applications?,"The organization ensures that software application developers utilize organization and industry-approved encryption algorithms in their applications by defining how they will do so in their software development coding standards.  This is outlined in policy snippets SDM-08 and SDM-09, which require developers to use approved encryption algorithms.",complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0099,Who is responsible for ensuring the organization's data inventory management system tracks the necessity of the data managed by the organization when the organization's data owners approve it?,The organization's data inventory management system is responsible for tracking this information.,simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0100,Who is responsible for representing the company's interests when using company resources to access the internet?,"When using company resources to access the internet, users are responsible for representing the company's interests.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,6,False,train
QA0101,Who is responsible for maintaining an inventory of email domains?,The organization is responsible for maintaining an inventory of each of the domain names authorized to use email.,simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0102,How often should the organization conduct cybersecurity assessments?,This policy snippet does not specify the frequency of cybersecurity assessments.,negative,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0103,"Who should be responsible for ensuring that training, validation, and testing data sets are representative, free of errors, and complete?","Providers of high-risk AI systems are responsible for ensuring that training, validation, and testing data sets meet the specified criteria.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,21,False,train
QA0104,"What are the potential consequences for an employee who violates the organization's policies regarding data security in the cloud environment, and what actions are taken to address non-compliance?","Non-compliance with the organization's policies regarding data security in the cloud environment could result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. These sanctions are designed to emphasize the critical importance of cybersecurity and the individual's role in protecting the organization's digital assets, and are enforced consistently and impartially with the severity of the action corresponding directly to the seriousness of the breach.",complex,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf|SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
